==PROF== Connected to process 44788 (/mnt/c/Users/hamdy/cuda_course/section004/02vectoradd)
Execution time: 1806.218994 milliseconds
==PROF== Disconnected from process 44788
"ID","Process ID","Process Name","Host Name","Kernel Name","Context","Stream","Block Size","Grid Size","Device","CC","Section Name","Metric Name","Metric Unit","Metric Value"
"0","44788","02vectoradd","127.0.0.1","vectorAdd(int *, int *, int *, int)","1","7","(96, 1, 1)","(349526, 1, 1)","0","8.6","Command line profiler metrics","l1tex__data_bank_conflicts_pipe_lsu_mem_shared.max.peak_sustained_elapsed.per_second","","1409701210.61"
"0","44788","02vectoradd","127.0.0.1","vectorAdd(int *, int *, int *, int)","1","7","(96, 1, 1)","(349526, 1, 1)","0","8.6","Command line profiler metrics","l1tex__data_bank_conflicts_pipe_lsu_mem_shared.max.per_cycle_active","","0"
"0","44788","02vectoradd","127.0.0.1","vectorAdd(int *, int *, int *, int)","1","7","(96, 1, 1)","(349526, 1, 1)","0","8.6","Command line profiler metrics","l1tex__data_bank_conflicts_pipe_lsu_mem_shared.max.per_cycle_elapsed","","0"
"0","44788","02vectoradd","127.0.0.1","vectorAdd(int *, int *, int *, int)","1","7","(96, 1, 1)","(349526, 1, 1)","0","8.6","Command line profiler metrics","l1tex__data_bank_conflicts_pipe_lsu_mem_shared.max.per_second","","0"
"0","44788","02vectoradd","127.0.0.1","vectorAdd(int *, int *, int *, int)","1","7","(96, 1, 1)","(349526, 1, 1)","0","8.6","Command line profiler metrics","l1tex__data_bank_conflicts_pipe_lsu_mem_shared.min","","0"
"0","44788","02vectoradd","127.0.0.1","vectorAdd(int *, int *, int *, int)","1","7","(96, 1, 1)","(349526, 1, 1)","0","8.6","Command line profiler metrics","l1tex__data_bank_conflicts_pipe_lsu_mem_shared.min.pct_of_peak_sustained_active","%","0"
"0","44788","02vectoradd","127.0.0.1","vectorAdd(int *, int *, int *, int)","1","7","(96, 1, 1)","(349526, 1, 1)","0","8.6","Command line profiler metrics","l1tex__data_bank_conflicts_pipe_lsu_mem_shared.min.pct_of_peak_sustained_elapsed","%","0"
"0","44788","02vectoradd","127.0.0.1","vectorAdd(int *, int *, int *, int)","1","7","(96, 1, 1)","(349526, 1, 1)","0","8.6","Command line profiler metrics","l1tex__data_bank_conflicts_pipe_lsu_mem_shared.min.peak_sustained","","1"
"0","44788","02vectoradd","127.0.0.1","vectorAdd(int *, int *, int *, int)","1","7","(96, 1, 1)","(349526, 1, 1)","0","8.6","Command line profiler metrics","l1tex__data_bank_conflicts_pipe_lsu_mem_shared.min.peak_sustained_active","","1369217.63"
"0","44788","02vectoradd","127.0.0.1","vectorAdd(int *, int *, int *, int)","1","7","(96, 1, 1)","(349526, 1, 1)","0","8.6","Command line profiler metrics","l1tex__data_bank_conflicts_pipe_lsu_mem_shared.min.peak_sustained_active.per_second","","1396021239.37"
"0","44788","02vectoradd","127.0.0.1","vectorAdd(int *, int *, int *, int)","1","7","(96, 1, 1)","(349526, 1, 1)","0","8.6","Command line profiler metrics","l1tex__data_bank_conflicts_pipe_lsu_mem_shared.min.peak_sustained_elapsed","","1382634.95"
"0","44788","02vectoradd","127.0.0.1","vectorAdd(int *, int *, int *, int)","1","7","(96, 1, 1)","(349526, 1, 1)","0","8.6","Command line profiler metrics","l1tex__data_bank_conflicts_pipe_lsu_mem_shared.min.peak_sustained_elapsed.per_second","","1409701210.61"
"0","44788","02vectoradd","127.0.0.1","vectorAdd(int *, int *, int *, int)","1","7","(96, 1, 1)","(349526, 1, 1)","0","8.6","Command line profiler metrics","l1tex__data_bank_conflicts_pipe_lsu_mem_shared.min.per_cycle_active","","0"
"0","44788","02vectoradd","127.0.0.1","vectorAdd(int *, int *, int *, int)","1","7","(96, 1, 1)","(349526, 1, 1)","0","8.6","Command line profiler metrics","l1tex__data_bank_conflicts_pipe_lsu_mem_shared.min.per_cycle_elapsed","","0"
"0","44788","02vectoradd","127.0.0.1","vectorAdd(int *, int *, int *, int)","1","7","(96, 1, 1)","(349526, 1, 1)","0","8.6","Command line profiler metrics","l1tex__data_bank_conflicts_pipe_lsu_mem_shared.min.per_second","","0"
"0","44788","02vectoradd","127.0.0.1","vectorAdd(int *, int *, int *, int)","1","7","(96, 1, 1)","(349526, 1, 1)","0","8.6","Command line profiler metrics","l1tex__data_bank_conflicts_pipe_lsu_mem_shared.sum","","0"
"0","44788","02vectoradd","127.0.0.1","vectorAdd(int *, int *, int *, int)","1","7","(96, 1, 1)","(349526, 1, 1)","0","8.6","Command line profiler metrics","l1tex__data_bank_conflicts_pipe_lsu_mem_shared.sum.pct_of_peak_sustained_active","%","0"
"0","44788","02vectoradd","127.0.0.1","vectorAdd(int *, int *, int *, int)","1","7","(96, 1, 1)","(349526, 1, 1)","0","8.6","Command line profiler metrics","l1tex__data_bank_conflicts_pipe_lsu_mem_shared.sum.pct_of_peak_sustained_elapsed","%","0"
"0","44788","02vectoradd","127.0.0.1","vectorAdd(int *, int *, int *, int)","1","7","(96, 1, 1)","(349526, 1, 1)","0","8.6","Command line profiler metrics","l1tex__data_bank_conflicts_pipe_lsu_mem_shared.sum.peak_sustained","","38"
"0","44788","02vectoradd","127.0.0.1","vectorAdd(int *, int *, int *, int)","1","7","(96, 1, 1)","(349526, 1, 1)","0","8.6","Command line profiler metrics","l1tex__data_bank_conflicts_pipe_lsu_mem_shared.sum.peak_sustained_active","","52030270"
"0","44788","02vectoradd","127.0.0.1","vectorAdd(int *, int *, int *, int)","1","7","(96, 1, 1)","(349526, 1, 1)","0","8.6","Command line profiler metrics","l1tex__data_bank_conflicts_pipe_lsu_mem_shared.sum.peak_sustained_active.per_second","","53048807096.25"
"0","44788","02vectoradd","127.0.0.1","vectorAdd(int *, int *, int *, int)","1","7","(96, 1, 1)","(349526, 1, 1)","0","8.6","Command line profiler metrics","l1tex__data_bank_conflicts_pipe_lsu_mem_shared.sum.peak_sustained_elapsed","","52540128"
"0","44788","02vectoradd","127.0.0.1","vectorAdd(int *, int *, int *, int)","1","7","(96, 1, 1)","(349526, 1, 1)","0","8.6","Command line profiler metrics","l1tex__data_bank_conflicts_pipe_lsu_mem_shared.sum.peak_sustained_elapsed.per_second","","53568646003.26"
"0","44788","02vectoradd","127.0.0.1","vectorAdd(int *, int *, int *, int)","1","7","(96, 1, 1)","(349526, 1, 1)","0","8.6","Command line profiler metrics","l1tex__data_bank_conflicts_pipe_lsu_mem_shared.sum.per_cycle_active","","0"
"0","44788","02vectoradd","127.0.0.1","vectorAdd(int *, int *, int *, int)","1","7","(96, 1, 1)","(349526, 1, 1)","0","8.6","Command line profiler metrics","l1tex__data_bank_conflicts_pipe_lsu_mem_shared.sum.per_cycle_elapsed","","0"
"0","44788","02vectoradd","127.0.0.1","vectorAdd(int *, int *, int *, int)","1","7","(96, 1, 1)","(349526, 1, 1)","0","8.6","Command line profiler metrics","l1tex__data_bank_conflicts_pipe_lsu_mem_shared.sum.per_second","","0"
"0","44788","02vectoradd","127.0.0.1","vectorAdd(int *, int *, int *, int)","1","7","(96, 1, 1)","(349526, 1, 1)","0","8.6","Command line profiler metrics","l1tex__data_bank_conflicts_pipe_lsu_mem_shared_op_atom.avg","","0"
"0","44788","02vectoradd","127.0.0.1","vectorAdd(int *, int *, int *, int)","1","7","(96, 1, 1)","(349526, 1, 1)","0","8.6","Command line profiler metrics","l1tex__data_bank_conflicts_pipe_lsu_mem_shared_op_atom.avg.pct_of_peak_sustained_active","%","0"
"0","44788","02vectoradd","127.0.0.1","vectorAdd(int *, int *, int *, int)","1","7","(96, 1, 1)","(349526, 1, 1)","0","8.6","Command line profiler metrics","l1tex__data_bank_conflicts_pipe_lsu_mem_shared_op_atom.avg.pct_of_peak_sustained_elapsed","%","0"
"0","44788","02vectoradd","127.0.0.1","vectorAdd(int *, int *, int *, int)","1","7","(96, 1, 1)","(349526, 1, 1)","0","8.6","Command line profiler metrics","l1tex__data_bank_conflicts_pipe_lsu_mem_shared_op_atom.avg.peak_sustained","","1"
"0","44788","02vectoradd","127.0.0.1","vectorAdd(int *, int *, int *, int)","1","7","(96, 1, 1)","(349526, 1, 1)","0","8.6","Command line profiler metrics","l1tex__data_bank_conflicts_pipe_lsu_mem_shared_op_atom.avg.peak_sustained_active","","1369217.63"
"0","44788","02vectoradd","127.0.0.1","vectorAdd(int *, int *, int *, int)","1","7","(96, 1, 1)","(349526, 1, 1)","0","8.6","Command line profiler metrics","l1tex__data_bank_conflicts_pipe_lsu_mem_shared_op_atom.avg.peak_sustained_active.per_second","","1396021239.37"
"0","44788","02vectoradd","127.0.0.1","vectorAdd(int *, int *, int *, int)","1","7","(96, 1, 1)","(349526, 1, 1)","0","8.6","Command line profiler metrics","l1tex__data_bank_conflicts_pipe_lsu_mem_shared_op_atom.avg.peak_sustained_elapsed","","1382634.95"
"0","44788","02vectoradd","127.0.0.1","vectorAdd(int *, int *, int *, int)","1","7","(96, 1, 1)","(349526, 1, 1)","0","8.6","Command line profiler metrics","l1tex__data_bank_conflicts_pipe_lsu_mem_shared_op_atom.avg.peak_sustained_elapsed.per_second","","1409701210.61"
"0","44788","02vectoradd","127.0.0.1","vectorAdd(int *, int *, int *, int)","1","7","(96, 1, 1)","(349526, 1, 1)","0","8.6","Command line profiler metrics","l1tex__data_bank_conflicts_pipe_lsu_mem_shared_op_atom.avg.per_cycle_active","","0"
"0","44788","02vectoradd","127.0.0.1","vectorAdd(int *, int *, int *, int)","1","7","(96, 1, 1)","(349526, 1, 1)","0","8.6","Command line profiler metrics","l1tex__data_bank_conflicts_pipe_lsu_mem_shared_op_atom.avg.per_cycle_elapsed","","0"
"0","44788","02vectoradd","127.0.0.1","vectorAdd(int *, int *, int *, int)","1","7","(96, 1, 1)","(349526, 1, 1)","0","8.6","Command line profiler metrics","l1tex__data_bank_conflicts_pipe_lsu_mem_shared_op_atom.avg.per_second","","0"
"0","44788","02vectoradd","127.0.0.1","vectorAdd(int *, int *, int *, int)","1","7","(96, 1, 1)","(349526, 1, 1)","0","8.6","Command line profiler metrics","l1tex__data_bank_conflicts_pipe_lsu_mem_shared_op_atom.max","","0"
"0","44788","02vectoradd","127.0.0.1","vectorAdd(int *, int *, int *, int)","1","7","(96, 1, 1)","(349526, 1, 1)","0","8.6","Command line profiler metrics","l1tex__data_bank_conflicts_pipe_lsu_mem_shared_op_atom.max.pct_of_peak_sustained_active","%","0"
"0","44788","02vectoradd","127.0.0.1","vectorAdd(int *, int *, int *, int)","1","7","(96, 1, 1)","(349526, 1, 1)","0","8.6","Command line profiler metrics","l1tex__data_bank_conflicts_pipe_lsu_mem_shared_op_atom.max.pct_of_peak_sustained_elapsed","%","0"
"0","44788","02vectoradd","127.0.0.1","vectorAdd(int *, int *, int *, int)","1","7","(96, 1, 1)","(349526, 1, 1)","0","8.6","Command line profiler metrics","l1tex__data_bank_conflicts_pipe_lsu_mem_shared_op_atom.max.peak_sustained","","1"
"0","44788","02vectoradd","127.0.0.1","vectorAdd(int *, int *, int *, int)","1","7","(96, 1, 1)","(349526, 1, 1)","0","8.6","Command line profiler metrics","l1tex__data_bank_conflicts_pipe_lsu_mem_shared_op_atom.max.peak_sustained_active","","1369217.63"
"0","44788","02vectoradd","127.0.0.1","vectorAdd(int *, int *, int *, int)","1","7","(96, 1, 1)","(349526, 1, 1)","0","8.6","Command line profiler metrics","l1tex__data_bank_conflicts_pipe_lsu_mem_shared_op_atom.max.peak_sustained_active.per_second","","1396021239.37"
"0","44788","02vectoradd","127.0.0.1","vectorAdd(int *, int *, int *, int)","1","7","(96, 1, 1)","(349526, 1, 1)","0","8.6","Command line profiler metrics","l1tex__data_bank_conflicts_pipe_lsu_mem_shared_op_atom.max.peak_sustained_elapsed","","1382634.95"
"0","44788","02vectoradd","127.0.0.1","vectorAdd(int *, int *, int *, int)","1","7","(96, 1, 1)","(349526, 1, 1)","0","8.6","Command line profiler metrics","l1tex__data_bank_conflicts_pipe_lsu_mem_shared_op_atom.max.peak_sustained_elapsed.per_second","","1409701210.61"
"0","44788","02vectoradd","127.0.0.1","vectorAdd(int *, int *, int *, int)","1","7","(96, 1, 1)","(349526, 1, 1)","0","8.6","Command line profiler metrics","l1tex__data_bank_conflicts_pipe_lsu_mem_shared_op_atom.max.per_cycle_active","","0"
"0","44788","02vectoradd","127.0.0.1","vectorAdd(int *, int *, int *, int)","1","7","(96, 1, 1)","(349526, 1, 1)","0","8.6","Command line profiler metrics","l1tex__data_bank_conflicts_pipe_lsu_mem_shared_op_atom.max.per_cycle_elapsed","","0"
"0","44788","02vectoradd","127.0.0.1","vectorAdd(int *, int *, int *, int)","1","7","(96, 1, 1)","(349526, 1, 1)","0","8.6","Command line profiler metrics","l1tex__data_bank_conflicts_pipe_lsu_mem_shared_op_atom.max.per_second","","0"
"0","44788","02vectoradd","127.0.0.1","vectorAdd(int *, int *, int *, int)","1","7","(96, 1, 1)","(349526, 1, 1)","0","8.6","Command line profiler metrics","l1tex__data_bank_conflicts_pipe_lsu_mem_shared_op_atom.min","","0"
"0","44788","02vectoradd","127.0.0.1","vectorAdd(int *, int *, int *, int)","1","7","(96, 1, 1)","(349526, 1, 1)","0","8.6","Command line profiler metrics","l1tex__data_bank_conflicts_pipe_lsu_mem_shared_op_atom.min.pct_of_peak_sustained_active","%","0"
"0","44788","02vectoradd","127.0.0.1","vectorAdd(int *, int *, int *, int)","1","7","(96, 1, 1)","(349526, 1, 1)","0","8.6","Command line profiler metrics","l1tex__data_bank_conflicts_pipe_lsu_mem_shared_op_atom.min.pct_of_peak_sustained_elapsed","%","0"
"0","44788","02vectoradd","127.0.0.1","vectorAdd(int *, int *, int *, int)","1","7","(96, 1, 1)","(349526, 1, 1)","0","8.6","Command line profiler metrics","l1tex__data_bank_conflicts_pipe_lsu_mem_shared_op_atom.min.peak_sustained","","1"
"0","44788","02vectoradd","127.0.0.1","vectorAdd(int *, int *, int *, int)","1","7","(96, 1, 1)","(349526, 1, 1)","0","8.6","Command line profiler metrics","l1tex__data_bank_conflicts_pipe_lsu_mem_shared_op_atom.min.peak_sustained_active","","1369217.63"
"0","44788","02vectoradd","127.0.0.1","vectorAdd(int *, int *, int *, int)","1","7","(96, 1, 1)","(349526, 1, 1)","0","8.6","Command line profiler metrics","l1tex__data_bank_conflicts_pipe_lsu_mem_shared_op_atom.min.peak_sustained_active.per_second","","1396021239.37"
"0","44788","02vectoradd","127.0.0.1","vectorAdd(int *, int *, int *, int)","1","7","(96, 1, 1)","(349526, 1, 1)","0","8.6","Command line profiler metrics","l1tex__data_bank_conflicts_pipe_lsu_mem_shared_op_atom.min.peak_sustained_elapsed","","1382634.95"
"0","44788","02vectoradd","127.0.0.1","vectorAdd(int *, int *, int *, int)","1","7","(96, 1, 1)","(349526, 1, 1)","0","8.6","Command line profiler metrics","l1tex__data_bank_conflicts_pipe_lsu_mem_shared_op_atom.min.peak_sustained_elapsed.per_second","","1409701210.61"
"0","44788","02vectoradd","127.0.0.1","vectorAdd(int *, int *, int *, int)","1","7","(96, 1, 1)","(349526, 1, 1)","0","8.6","Command line profiler metrics","l1tex__data_bank_conflicts_pipe_lsu_mem_shared_op_atom.min.per_cycle_active","","0"
"0","44788","02vectoradd","127.0.0.1","vectorAdd(int *, int *, int *, int)","1","7","(96, 1, 1)","(349526, 1, 1)","0","8.6","Command line profiler metrics","l1tex__data_bank_conflicts_pipe_lsu_mem_shared_op_atom.min.per_cycle_elapsed","","0"
"0","44788","02vectoradd","127.0.0.1","vectorAdd(int *, int *, int *, int)","1","7","(96, 1, 1)","(349526, 1, 1)","0","8.6","Command line profiler metrics","l1tex__data_bank_conflicts_pipe_lsu_mem_shared_op_atom.min.per_second","","0"
"0","44788","02vectoradd","127.0.0.1","vectorAdd(int *, int *, int *, int)","1","7","(96, 1, 1)","(349526, 1, 1)","0","8.6","Command line profiler metrics","l1tex__data_bank_conflicts_pipe_lsu_mem_shared_op_atom.sum","","0"
"0","44788","02vectoradd","127.0.0.1","vectorAdd(int *, int *, int *, int)","1","7","(96, 1, 1)","(349526, 1, 1)","0","8.6","Command line profiler metrics","l1tex__data_bank_conflicts_pipe_lsu_mem_shared_op_atom.sum.pct_of_peak_sustained_active","%","0"
"0","44788","02vectoradd","127.0.0.1","vectorAdd(int *, int *, int *, int)","1","7","(96, 1, 1)","(349526, 1, 1)","0","8.6","Command line profiler metrics","l1tex__data_bank_conflicts_pipe_lsu_mem_shared_op_atom.sum.pct_of_peak_sustained_elapsed","%","0"
"0","44788","02vectoradd","127.0.0.1","vectorAdd(int *, int *, int *, int)","1","7","(96, 1, 1)","(349526, 1, 1)","0","8.6","Command line profiler metrics","l1tex__data_bank_conflicts_pipe_lsu_mem_shared_op_atom.sum.peak_sustained","","38"
"0","44788","02vectoradd","127.0.0.1","vectorAdd(int *, int *, int *, int)","1","7","(96, 1, 1)","(349526, 1, 1)","0","8.6","Command line profiler metrics","l1tex__data_bank_conflicts_pipe_lsu_mem_shared_op_atom.sum.peak_sustained_active","","52030270"
"0","44788","02vectoradd","127.0.0.1","vectorAdd(int *, int *, int *, int)","1","7","(96, 1, 1)","(349526, 1, 1)","0","8.6","Command line profiler metrics","l1tex__data_bank_conflicts_pipe_lsu_mem_shared_op_atom.sum.peak_sustained_active.per_second","","53048807096.25"
"0","44788","02vectoradd","127.0.0.1","vectorAdd(int *, int *, int *, int)","1","7","(96, 1, 1)","(349526, 1, 1)","0","8.6","Command line profiler metrics","l1tex__data_bank_conflicts_pipe_lsu_mem_shared_op_atom.sum.peak_sustained_elapsed","","52540128"
"0","44788","02vectoradd","127.0.0.1","vectorAdd(int *, int *, int *, int)","1","7","(96, 1, 1)","(349526, 1, 1)","0","8.6","Command line profiler metrics","l1tex__data_bank_conflicts_pipe_lsu_mem_shared_op_atom.sum.peak_sustained_elapsed.per_second","","53568646003.26"
"0","44788","02vectoradd","127.0.0.1","vectorAdd(int *, int *, int *, int)","1","7","(96, 1, 1)","(349526, 1, 1)","0","8.6","Command line profiler metrics","l1tex__data_bank_conflicts_pipe_lsu_mem_shared_op_atom.sum.per_cycle_active","","0"
"0","44788","02vectoradd","127.0.0.1","vectorAdd(int *, int *, int *, int)","1","7","(96, 1, 1)","(349526, 1, 1)","0","8.6","Command line profiler metrics","l1tex__data_bank_conflicts_pipe_lsu_mem_shared_op_atom.sum.per_cycle_elapsed","","0"
"0","44788","02vectoradd","127.0.0.1","vectorAdd(int *, int *, int *, int)","1","7","(96, 1, 1)","(349526, 1, 1)","0","8.6","Command line profiler metrics","l1tex__data_bank_conflicts_pipe_lsu_mem_shared_op_atom.sum.per_second","","0"
"0","44788","02vectoradd","127.0.0.1","vectorAdd(int *, int *, int *, int)","1","7","(96, 1, 1)","(349526, 1, 1)","0","8.6","Command line profiler metrics","l1tex__data_bank_conflicts_pipe_lsu_mem_shared_op_ld.avg","","0"
"0","44788","02vectoradd","127.0.0.1","vectorAdd(int *, int *, int *, int)","1","7","(96, 1, 1)","(349526, 1, 1)","0","8.6","Command line profiler metrics","l1tex__data_bank_conflicts_pipe_lsu_mem_shared_op_ld.avg.pct_of_peak_sustained_active","%","0"
"0","44788","02vectoradd","127.0.0.1","vectorAdd(int *, int *, int *, int)","1","7","(96, 1, 1)","(349526, 1, 1)","0","8.6","Command line profiler metrics","l1tex__data_bank_conflicts_pipe_lsu_mem_shared_op_ld.avg.pct_of_peak_sustained_elapsed","%","0"
"0","44788","02vectoradd","127.0.0.1","vectorAdd(int *, int *, int *, int)","1","7","(96, 1, 1)","(349526, 1, 1)","0","8.6","Command line profiler metrics","l1tex__data_bank_conflicts_pipe_lsu_mem_shared_op_ld.avg.peak_sustained","","1"
"0","44788","02vectoradd","127.0.0.1","vectorAdd(int *, int *, int *, int)","1","7","(96, 1, 1)","(349526, 1, 1)","0","8.6","Command line profiler metrics","l1tex__data_bank_conflicts_pipe_lsu_mem_shared_op_ld.avg.peak_sustained_active","","1369217.63"
"0","44788","02vectoradd","127.0.0.1","vectorAdd(int *, int *, int *, int)","1","7","(96, 1, 1)","(349526, 1, 1)","0","8.6","Command line profiler metrics","l1tex__data_bank_conflicts_pipe_lsu_mem_shared_op_ld.avg.peak_sustained_active.per_second","","1396021239.37"
"0","44788","02vectoradd","127.0.0.1","vectorAdd(int *, int *, int *, int)","1","7","(96, 1, 1)","(349526, 1, 1)","0","8.6","Command line profiler metrics","l1tex__data_bank_conflicts_pipe_lsu_mem_shared_op_ld.avg.peak_sustained_elapsed","","1382634.95"
"0","44788","02vectoradd","127.0.0.1","vectorAdd(int *, int *, int *, int)","1","7","(96, 1, 1)","(349526, 1, 1)","0","8.6","Command line profiler metrics","l1tex__data_bank_conflicts_pipe_lsu_mem_shared_op_ld.avg.peak_sustained_elapsed.per_second","","1409701210.61"
"0","44788","02vectoradd","127.0.0.1","vectorAdd(int *, int *, int *, int)","1","7","(96, 1, 1)","(349526, 1, 1)","0","8.6","Command line profiler metrics","l1tex__data_bank_conflicts_pipe_lsu_mem_shared_op_ld.avg.per_cycle_active","","0"
"0","44788","02vectoradd","127.0.0.1","vectorAdd(int *, int *, int *, int)","1","7","(96, 1, 1)","(349526, 1, 1)","0","8.6","Command line profiler metrics","l1tex__data_bank_conflicts_pipe_lsu_mem_shared_op_ld.avg.per_cycle_elapsed","","0"
"0","44788","02vectoradd","127.0.0.1","vectorAdd(int *, int *, int *, int)","1","7","(96, 1, 1)","(349526, 1, 1)","0","8.6","Command line profiler metrics","l1tex__data_bank_conflicts_pipe_lsu_mem_shared_op_ld.avg.per_second","","0"
"0","44788","02vectoradd","127.0.0.1","vectorAdd(int *, int *, int *, int)","1","7","(96, 1, 1)","(349526, 1, 1)","0","8.6","Command line profiler metrics","l1tex__data_bank_conflicts_pipe_lsu_mem_shared_op_ld.max","","0"
"0","44788","02vectoradd","127.0.0.1","vectorAdd(int *, int *, int *, int)","1","7","(96, 1, 1)","(349526, 1, 1)","0","8.6","Command line profiler metrics","l1tex__data_bank_conflicts_pipe_lsu_mem_shared_op_ld.max.pct_of_peak_sustained_active","%","0"
"0","44788","02vectoradd","127.0.0.1","vectorAdd(int *, int *, int *, int)","1","7","(96, 1, 1)","(349526, 1, 1)","0","8.6","Command line profiler metrics","l1tex__data_bank_conflicts_pipe_lsu_mem_shared_op_ld.max.pct_of_peak_sustained_elapsed","%","0"
"0","44788","02vectoradd","127.0.0.1","vectorAdd(int *, int *, int *, int)","1","7","(96, 1, 1)","(349526, 1, 1)","0","8.6","Command line profiler metrics","l1tex__data_bank_conflicts_pipe_lsu_mem_shared_op_ld.max.peak_sustained","","1"
"0","44788","02vectoradd","127.0.0.1","vectorAdd(int *, int *, int *, int)","1","7","(96, 1, 1)","(349526, 1, 1)","0","8.6","Command line profiler metrics","l1tex__data_bank_conflicts_pipe_lsu_mem_shared_op_ld.max.peak_sustained_active","","1369217.63"
